Key = key-370, Value = value-8611003614900965347, Score = 2
Key = key-242, ValueA = , ValueB = value-651749760465033584, Score = 1
Key = key-242, ValueA = , ValueB = value-3445624434988033296, Score = 1
Key = key-242, ValueA = , ValueB = value-7326435639559881125, Score = 1
Key = key-242, ValueA = , ValueB = value-1292443423282409974, Score = 1
Key = key-242, ValueA = , ValueB = value-3269156846242625001, Score = 1
Key = key-242, ValueA = , ValueB = value-7431977021043506674, Score = 1
Key = key-242, ValueA = , ValueB = value-7508298163806771606, Score = 1
Key = key-242, ValueA = , ValueB = value-7157766643332159855, Score = 1
Key = key-242, ValueA = , ValueB = value-4430479503709019507, Score = 1
Key = key-242, ValueA = , ValueB = value-6003953774436090045, Score = 1
Key = key-181, ValueA = , ValueB = value-2313600441766088963, Score = 1
Key = key-181, ValueA = , ValueB = value-8260462874443472852, Score = 1
Key = key-181, ValueA = , ValueB = value-7382009441587288358, Score = 1
Key = key-181, ValueA = , ValueB = value-8766523804311764060, Score = 1
Key = key-181, ValueA = , ValueB = value-7122371509625231143, Score = 1
Key = key-181, ValueA = , ValueB = value-1194850480701892314, Score = 1
Key = key-181, ValueA = , ValueB = value-4896338325454283111, Score = 1
Key = key-484, ValueA = , ValueB = value-8790014653021642509, Score = 1
Key = key-484, ValueA = , ValueB = value-8246132740357381778, Score = 1
Key = key-484, ValueA = , ValueB = value-4730883765938558237, Score = 1
Key = key-484, ValueA = , ValueB = value-539008146255836949, Score = 1
Key = key-484, ValueA = , ValueB = value-3528321552635643597, Score = 1
Key = key-484, ValueA = , ValueB = value-5486389172508981038, Score = 1
Key = key-176, ValueA = , ValueB = value-2261090198926014950, Score = 1
Key = key-176, ValueA = , ValueB = value-4884902208099000815, Score = 1
Key = key-176, ValueA = , ValueB = value-4674348173001540041, Score = 1
Key = key-176, ValueA = , ValueB = value-9108594188870389762, Score = 1
Key = key-176, ValueA = , ValueB = value-1028038600274703893, Score = 1
Key = key-176, ValueA = , ValueB = value-1175861444428616312, Score = 1
Key = key-176, ValueA = , ValueB = value-5029057868957588661, Score = 1
Key = key-176, ValueA = , ValueB = value-3325693449699311897, Score = 1
Key = key-176, ValueA = , ValueB = value-7293506709707135798, Score = 1
Key = key-176, ValueA = , ValueB = value-3273153543452743992, Score = 1
Key = key-243, Value = value-4589873520320048390, Score = 2
Key = key-177, Value = value-344979101179837489, Score = 2
Key = key-174, Value = value-816051428044303701, Score = 2
Key = key-482, Value = value-4369568952913632676, Score = 2
Key = key-175, ValueA = , ValueB = value-8916465980235772998, Score = 1
Key = key-175, ValueA = , ValueB = value-6054234335920977729, Score = 1
Key = key-175, ValueA = , ValueB = value-4859807961745503488, Score = 1
Key = key-483, ValueA = , ValueB = value-6307499421680898757, Score = 1
Key = key-483, ValueA = , ValueB = value-3770764448856926304, Score = 1
Key = key-178, Value = value-4122483192500063037, Score = 2
Key = key-241, ValueA = , ValueB = value-3185962301585007351, Score = 1
Key = key-241, ValueA = , ValueB = value-6787293820489070746, Score = 1
Key = key-241, ValueA = , ValueB = value-2983082565723458268, Score = 1
Key = key-241, ValueA = , ValueB = value-866898927804737748, Score = 1
Key = key-241, ValueA = , ValueB = value-4530610606673718854, Score = 1
Key = key-241, ValueA = , ValueB = value-1352000460194746876, Score = 1
Key = key-241, Value = value-3185962301585007351, Score = 2
Key = key-247, ValueA = , ValueB = value-4391697606333762594, Score = 1
Key = key-247, ValueA = , ValueB = value-1892521277108115527, Score = 1
Key = key-247, ValueA = , ValueB = value-8636136364521068730, Score = 1
Key = key-247, ValueA = , ValueB = value-1658303603442635356, Score = 1
Key = key-247, ValueA = , ValueB = value-632757472671050001, Score = 1
Key = key-52, ValueA = , ValueB = value-771805937828757839, Score = 1
Key = key-52, ValueA = , ValueB = value-580775470262317945, Score = 1
Key = key-52, ValueA = , ValueB = value-7379133598427408092, Score = 1
Key = key-52, ValueA = , ValueB = value-2876599728364520152, Score = 1
Key = key-52, ValueA = , ValueB = value-8201290919848133012, Score = 1
Key = key-52, ValueA = , ValueB = value-6344143642550411922, Score = 1
Key = key-52, ValueA = , ValueB = value-1628924189652242273, Score = 1
Key = key-52, ValueA = , ValueB = value-5329751867482933626, Score = 1
Key = key-52, Value = value-771805937828757839, Score = 2
Key = key-51, Value = value-8484508764435651776, Score = 2
Key = key-486, ValueA = , ValueB = value-1910062054744694697, Score = 1
Key = key-486, ValueA = , ValueB = value-1862714722726365746, Score = 1
Key = key-486, ValueA = , ValueB = value-1634647727580669962, Score = 1
Key = key-486, ValueA = , ValueB = value-2845702816924973889, Score = 1
Key = key-486, ValueA = , ValueB = value-614389788674112461, Score = 1
Key = key-486, ValueA = , ValueB = value-1134909407550769656, Score = 1
Key = key-486, ValueA = , ValueB = value-1521573069505944281, Score = 1
Key = key-486, ValueA = , ValueB = value-1021604092552786600, Score = 1
Key = key-486, ValueA = , ValueB = value-3862404218268624134, Score = 1
Key = key-486, ValueA = , ValueB = value-6279626811029147179, Score = 1
Key = key-487, ValueA = , ValueB = value-4247515434451056149, Score = 1
Key = key-487, ValueA = , ValueB = value-3878105904625172688, Score = 1
Key = key-487, ValueA = , ValueB = value-4331927923711743448, Score = 1
Key = key-487, ValueA = , ValueB = value-8020864077768332786, Score = 1
Key = key-487, ValueA = , ValueB = value-5950329248488929484, Score = 1
Key = key-487, ValueA = , ValueB = value-5907207717682613717, Score = 1
Key = key-487, ValueA = , ValueB = value-2479139567628070547, Score = 1
Key = key-487, ValueA = , ValueB = value-5187350946176705921, Score = 1
Key = key-487, ValueA = , ValueB = value-8373223222841355036, Score = 1
Key = key-487, ValueA = , ValueB = value-5871169177738956339, Score = 1
Key = key-487, ValueA = , ValueB = value-2676187660553661161, Score = 1
Key = key-487, Value = value-4247515434451056149, Score = 2
Key = key-804, ValueA = , ValueB = value-8784940655316847212, Score = 1
Key = key-804, ValueA = , ValueB = value-6164479580347598027, Score = 1
Key = key-804, ValueA = , ValueB = value-7995640442554905726, Score = 1
Key = key-804, ValueA = , ValueB = value-8013576235680291258, Score = 1
Key = key-804, ValueA = , ValueB = value-6895478413097721794, Score = 1
Key = key-804, ValueA = , ValueB = value-8513186901403345615, Score = 1
Key = key-804, ValueA = , ValueB = value-2337428021756314022, Score = 1
Key = key-804, ValueA = , ValueB = value-2628630389010566309, Score = 1
Key = key-804, ValueA = , ValueB = value-3126830427836088132, Score = 1
Key = key-804, ValueA = , ValueB = value-7706517659244503334, Score = 1
Key = key-804, ValueA = , ValueB = value-3942578587270980442, Score = 1
Key = key-245, ValueA = , ValueB = value-7588568350649899190, Score = 1
Key = key-804, Value = value-8784940655316847212, Score = 2
Key = key-245, ValueA = , ValueB = value-2467609181273456849, Score = 1
Key = key-245, ValueA = , ValueB = value-9169695152601465160, Score = 1
Key = key-245, ValueA = , ValueB = value-6789217829520775230, Score = 1
Key = key-245, ValueA = , ValueB = value-7802800818080255567, Score = 1
Key = key-245, ValueA = , ValueB = value-541501251969488109, Score = 1
Key = key-245, ValueA = , ValueB = value-963140363703093654, Score = 1
Key = key-245, ValueA = , ValueB = value-8095698091617384017, Score = 1
Key = key-245, ValueA = , ValueB = value-2413872525257704771, Score = 1
Key = key-245, ValueA = , ValueB = value-5776679172376095953, Score = 1
Key = key-245, ValueA = , ValueB = value-4225148156099724878, Score = 1
Key = key-245, ValueA = , ValueB = value-963488498025818508, Score = 1
Key = key-245, ValueA = , ValueB = value-2947067682071935698, Score = 1
Key = key-245, ValueA = , ValueB = value-8272711639225317511, Score = 1
Key = key-245, ValueA = , ValueB = value-3291481444345221008, Score = 1
Key = key-805, ValueA = , ValueB = value-2952915952054572191, Score = 1
Key = key-805, ValueA = , ValueB = value-3119379298301139342, Score = 1
Key = key-805, ValueA = , ValueB = value-3766647830808481788, Score = 1
Key = key-805, ValueA = , ValueB = value-7815795300898186747, Score = 1
Key = key-805, ValueA = , ValueB = value-348143603622006446, Score = 1
Key = key-805, ValueA = , ValueB = value-2909178515339751718, Score = 1
Key = key-805, ValueA = , ValueB = value-7433309316633545004, Score = 1
Key = key-805, ValueA = , ValueB = value-4650818259034931460, Score = 1
Key = key-248, ValueA = , ValueB = value-7698147001382924774, Score = 1
Key = key-248, ValueA = , ValueB = value-8624286311668520846, Score = 1
Key = key-248, ValueA = , ValueB = value-3833551357488294073, Score = 1
Key = key-248, ValueA = , ValueB = value-4420442029890559049, Score = 1
Key = key-248, ValueA = , ValueB = value-8093116638514928265, Score = 1
Key = key-248, ValueA = , ValueB = value-4760951365112624276, Score = 1
Key = key-248, ValueA = , ValueB = value-1233030176017481586, Score = 1
Key = key-802, Value = value-5014930446938345931, Score = 2
Key = key-248, ValueA = , ValueB = value-1413609012533525045, Score = 1
Key = key-249, ValueA = , ValueB = value-2532655405106212908, Score = 1
Key = key-249, ValueA = , ValueB = value-3464404551223309526, Score = 1
Key = key-803, Value = value-3193373060935046361, Score = 2
Key = key-249, ValueA = , ValueB = value-7252370979297129105, Score = 1
Key = key-249, ValueA = , ValueB = value-7555446528726278564, Score = 1
Key = key-249, ValueA = , ValueB = value-890258022439779138, Score = 1
Key = key-249, ValueA = , ValueB = value-6532290569686601290, Score = 1
Key = key-819, ValueA = , ValueB = value-1448617999583338057, Score = 1
Key = key-819, ValueA = , ValueB = value-1360170984990680521, Score = 1
Key = key-819, ValueA = , ValueB = value-3412510676971457298, Score = 1
Key = key-819, ValueA = , ValueB = value-8571559040994908217, Score = 1
Key = key-819, ValueA = , ValueB = value-3631758620593474022, Score = 1
Key = key-819, ValueA = , ValueB = value-7465237074298459982, Score = 1
Key = key-260, ValueA = , ValueB = value-2125427985013713685, Score = 1
Key = key-260, ValueA = , ValueB = value-2361087826682589903, Score = 1
Key = key-260, ValueA = , ValueB = value-6379462589753742181, Score = 1
Key = key-260, ValueA = , ValueB = value-8170892508704094012, Score = 1
Key = key-260, ValueA = , ValueB = value-1067487872413492265, Score = 1
Key = key-260, ValueA = , ValueB = value-6427388920545931907, Score = 1
Key = key-260, ValueA = , ValueB = value-8897688954438939471, Score = 1
Key = key-261, ValueA = , ValueB = value-5148006498753771312, Score = 1
Key = key-817, Value = value-320121885519436070, Score = 2
Key = key-261, ValueA = , ValueB = value-3096795699520804783, Score = 1
Key = key-261, ValueA = , ValueB = value-2774480501440340365, Score = 1
Key = key-261, ValueA = , ValueB = value-1251918481594053491, Score = 1
Key = key-261, ValueA = , ValueB = value-3558180377199447769, Score = 1
Key = key-818, Value = value-1586049865102365705, Score = 2
Key = key-495, Value = value-231549718880407629, Score = 2
Key = key-69, Value = value-1355340664583149009, Score = 2
Key = key-253, Value = value-409193258012406902, Score = 2
Key = key-179, ValueA = , ValueB = value-8354129588969117373, Score = 1
Key = key-179, ValueA = , ValueB = value-3629106767504964255, Score = 1
Key = key-179, ValueA = , ValueB = value-3145990687976220119, Score = 1
Key = key-179, ValueA = , ValueB = value-7582399903202713762, Score = 1
Key = key-179, ValueA = , ValueB = value-4829263699256899575, Score = 1
Key = key-179, ValueA = , ValueB = value-3414611824475174521, Score = 1
Key = key-392, ValueA = , ValueB = value-559005313618077837, Score = 1
Key = key-392, ValueA = , ValueB = value-4209635071174549102, Score = 1
Key = key-392, ValueA = , ValueB = value-1929157943716556695, Score = 1
Key = key-392, ValueA = , ValueB = value-7969830131440483493, Score = 1
Key = key-392, ValueA = , ValueB = value-4693534886518367616, Score = 1
Key = key-581, ValueA = , ValueB = value-1260913420855637410, Score = 1
Key = key-581, ValueA = , ValueB = value-2284110701630796384, Score = 1
Key = key-581, ValueA = , ValueB = value-3378881313577941490, Score = 1
Key = key-581, ValueA = , ValueB = value-8473355145815690106, Score = 1
Key = key-581, ValueA = , ValueB = value-6516571166696709157, Score = 1
Key = key-581, ValueA = , ValueB = value-7982664969637788620, Score = 1
Key = key-150, ValueA = , ValueB = value-5753342337219332121, Score = 1
Key = key-150, ValueA = , ValueB = value-6841468258808088364, Score = 1
Key = key-150, ValueA = , ValueB = value-9003333821307991207, Score = 1
Key = key-150, ValueA = , ValueB = value-5962359876797632587, Score = 1
Key = key-150, ValueA = , ValueB = value-5240929242151010048, Score = 1
Key = key-150, ValueA = , ValueB = value-7572145169288681172, Score = 1
Key = key-150, ValueA = , ValueB = value-8999009960240831208, Score = 1
Key = key-150, ValueA = , ValueB = value-6014709804122585538, Score = 1
Key = key-150, Value = value-5753342337219332121, Score = 2
Key = key-582, ValueA = , ValueB = value-6447561047778913100, Score = 1
Key = key-582, ValueA = , ValueB = value-7738858040218723228, Score = 1
Key = key-582, ValueA = , ValueB = value-6433658755375045898, Score = 1
Key = key-582, ValueA = , ValueB = value-380191559482161697, Score = 1
Key = key-582, ValueA = , ValueB = value-4082427477686066835, Score = 1
Key = key-582, ValueA = , ValueB = value-6367407343752283812, Score = 1
Key = key-582, ValueA = , ValueB = value-1162552439324247231, Score = 1
Key = key-582, ValueA = , ValueB = value-1531588333060901281, Score = 1
Key = key-582, ValueA = , ValueB = value-7041048873405633770, Score = 1
Key = key-582, Value = value-6447561047778913100, Score = 2
Key = key-79, ValueA = , ValueB = value-4553512038580311545, Score = 1
Key = key-79, ValueA = , ValueB = value-1047626517297132816, Score = 1
Key = key-79, ValueA = , ValueB = value-4368060249152957988, Score = 1
Key = key-79, ValueA = , ValueB = value-1690030827720432553, Score = 1
Key = key-79, ValueA = , ValueB = value-5227582230453027163, Score = 1
Key = key-340, ValueA = , ValueB = value-2760029511182444651, Score = 1
Key = key-151, ValueA = , ValueB = value-1313498378848366723, Score = 1
Key = key-340, ValueA = , ValueB = value-6844222117606221598, Score = 1
Key = key-151, ValueA = , ValueB = value-1924839839673365648, Score = 1
Key = key-340, ValueA = , ValueB = value-14180200842598429, Score = 1
Key = key-151, ValueA = , ValueB = value-2705418585525636156, Score = 1
Key = key-340, ValueA = , ValueB = value-2461177952768721808, Score = 1
Key = key-151, ValueA = , ValueB = value-2089237003164975192, Score = 1
Key = key-340, ValueA = , ValueB = value-2555557223368969374, Score = 1
Key = key-151, ValueA = , ValueB = value-617484363083378655, Score = 1
Key = key-151, ValueA = , ValueB = value-3026714905246034704, Score = 1
Key = key-151, Value = value-1313498378848366723, Score = 2
Key = key-345, ValueA = , ValueB = value-6742076075086561224, Score = 1
Key = key-345, ValueA = , ValueB = value-538063218289350614, Score = 1
Key = key-345, ValueA = , ValueB = value-7831275599415339039, Score = 1
Key = key-345, ValueA = , ValueB = value-764380740763207535, Score = 1
