Key = key-673146, ValueA = , ValueB = value-8621165726093895168, Score = 1
Key = key-330606, ValueA = , ValueB = value-4289872955326948125, Score = 1
Key = key-148185, ValueA = , ValueB = value-4718736879463685037, Score = 1
Key = key-941888, ValueA = , ValueB = value-846100935038598920, Score = 1
Key = key-588321, ValueA = , ValueB = value-4058784041162833315, Score = 1
Key = key-775509, ValueA = , ValueB = value-1255910910611676613, Score = 1
Key = key-657563, ValueA = , ValueB = value-2081460951957680461, Score = 1
Key = key-80816, ValueA = , ValueB = value-5613054056562443103, Score = 1
Key = key-41233, ValueA = , ValueB = value-4072841763929503448, Score = 1
Key = key-407342, ValueA = , ValueB = value-4198371843540947389, Score = 1
Key = key-999431, ValueA = , ValueB = value-1154914940004348354, Score = 1
Key = key-173432, ValueA = , ValueB = value-606263816037598581, Score = 1
Key = key-745131, ValueA = , ValueB = value-3553204202046540492, Score = 1
Key = key-61685, ValueA = , ValueB = value-7401427953294224257, Score = 1
Key = key-118663, ValueA = , ValueB = value-1168752114096046521, Score = 1
Key = key-192506, ValueA = , ValueB = value-5529633443121839107, Score = 1
Key = key-476744, ValueA = , ValueB = value-3753646412996699681, Score = 1
Key = key-236909, ValueA = , ValueB = value-2490831133758322736, Score = 1
Key = key-999496, ValueA = , ValueB = value-482311018164660427, Score = 1
Key = key-143548, ValueA = , ValueB = value-6013987614868560255, Score = 1
Key = key-187927, ValueA = , ValueB = value-5774981762198947674, Score = 1
Key = key-564279, ValueA = , ValueB = value-1347569711814740987, Score = 1
Key = key-330495, ValueA = , ValueB = value-7295160043660136036, Score = 1
Key = key-564280, ValueA = , ValueB = value-436045133710786133, Score = 1
Key = key-564280, ValueA = , ValueB = value-7197307353329775582, Score = 1
Key = key-104037, ValueA = , ValueB = value-5281971872813880762, Score = 1
Key = key-104037, ValueA = , ValueB = value-2726226773166850470, Score = 1
Key = key-759853, ValueA = , ValueB = value-4716346695645690405, Score = 1
Key = key-310043, ValueA = , ValueB = value-500098151803636950, Score = 1
Key = key-36611, ValueA = , ValueB = value-7308501585747847652, Score = 1
Key = key-236470, ValueA = , ValueB = value-5750456641857838975, Score = 1
Key = key-167493, ValueA = , ValueB = value-7711298526158820511, Score = 1
Key = key-924031, ValueA = , ValueB = value-8441169385179703816, Score = 1
Key = key-736043, ValueA = , ValueB = value-5842069358728121882, Score = 1
Key = key-955190, ValueA = , ValueB = value-696469959125746812, Score = 1
Key = key-275129, ValueA = , ValueB = value-3740936859371887064, Score = 1
Key = key-573800, ValueA = , ValueB = value-710719015179632664, Score = 1
Key = key-393341, ValueA = , ValueB = value-5254642609769501327, Score = 1
Key = key-402235, ValueA = , ValueB = value-5432903141275557133, Score = 1
Key = key-823323, ValueA = , ValueB = value-8584746213307215719, Score = 1
Key = key-534057, ValueA = , ValueB = value-5573490944402347411, Score = 1
Key = key-573655, ValueA = , ValueB = value-6203013797843901947, Score = 1
Key = key-152617, ValueA = , ValueB = value-6706970901895079684, Score = 1
Key = key-118532, ValueA = , ValueB = value-9094925913678025759, Score = 1
Key = key-31784, ValueA = , ValueB = value-4031965075813096031, Score = 1
Key = key-275199, ValueA = , ValueB = value-4877952136701742144, Score = 1
Key = key-649460, ValueA = , ValueB = value-8655039203998599350, Score = 1
Key = key-503043, ValueA = , ValueB = value-6116697039451810653, Score = 1
Key = key-399843, ValueA = , ValueB = value-8431308426404990996, Score = 1
Key = key-761110, ValueA = , ValueB = value-8547773936415304113, Score = 1
Key = key-517698, ValueA = , ValueB = value-6363395415506773170, Score = 1
Key = key-267994, ValueA = , ValueB = value-2640253053945001474, Score = 1
Key = key-932973, ValueA = , ValueB = value-2448735078767398244, Score = 1
Key = key-938777, ValueA = , ValueB = value-8108256655632845083, Score = 1
Key = key-542513, ValueA = , ValueB = value-342162598693416865, Score = 1
Key = key-367405, ValueA = , ValueB = value-3223973953729218853, Score = 1
Key = key-367405, ValueA = , ValueB = value-5604664764076521903, Score = 1
Key = key-831995, ValueA = , ValueB = value-417612129547233315, Score = 1
Key = key-410813, ValueA = , ValueB = value-1097424609917086010, Score = 1
Key = key-410854, ValueA = , ValueB = value-5359623314719905013, Score = 1
Key = key-23821, ValueA = , ValueB = value-5341133050551649435, Score = 1
Key = key-617077, ValueA = , ValueB = value-5733310852385536415, Score = 1
Key = key-542432, ValueA = , ValueB = value-2857047897251308236, Score = 1
Key = key-550408, ValueA = , ValueB = value-1531709099614615742, Score = 1
Key = key-924347, ValueA = , ValueB = value-356660319749725495, Score = 1
Key = key-542343, ValueA = , ValueB = value-5528093844417256561, Score = 1
Key = key-542374, ValueA = , ValueB = value-4314193964092047264, Score = 1
Key = key-99471, ValueA = , ValueB = value-6647374208784838047, Score = 1
Key = key-682232, ValueA = , ValueB = value-6422750236282874137, Score = 1
Key = key-649094, ValueA = , ValueB = value-3724341935116816124, Score = 1
Key = key-517212, ValueA = , ValueB = value-8843800429083394291, Score = 1
Key = key-135742, ValueA = , ValueB = value-4172496962584849892, Score = 1
Key = key-30635, ValueA = , ValueB = value-3597075174277479305, Score = 1
Key = key-556820, ValueA = , ValueB = value-808118979600193701, Score = 1
Key = key-556862, ValueA = , ValueB = value-543053376351924664, Score = 1
Key = key-410494, ValueA = , ValueB = value-6309281810705173256, Score = 1
Key = key-550371, ValueA = , ValueB = value-6281917236291124505, Score = 1
Key = key-410435, ValueA = , ValueB = value-3288371672033941508, Score = 1
Key = key-23915, ValueA = , ValueB = value-8471657020309655213, Score = 1
Key = key-410440, ValueA = , ValueB = value-1593960078103986251, Score = 1
Key = key-267431, ValueA = , ValueB = value-7568972065876579492, Score = 1
Key = key-688428, ValueA = , ValueB = value-442487790722769171, Score = 1
Key = key-160918, ValueA = , ValueB = value-5907810520050307497, Score = 1
Key = key-696786, ValueA = , ValueB = value-7056047377027782457, Score = 1
Key = key-160909, ValueA = , ValueB = value-8008886660518073668, Score = 1
Key = key-103664, ValueA = , ValueB = value-4644215317297422675, Score = 1
Key = key-581449, ValueA = , ValueB = value-219353068649122440, Score = 1
Key = key-85023, ValueA = , ValueB = value-3832697507571394539, Score = 1
Key = key-971235, ValueA = , ValueB = value-5393360968947436219, Score = 1
Key = key-581453, ValueA = , ValueB = value-1713456206981526372, Score = 1
Key = key-315353, ValueA = , ValueB = value-8769705295559083109, Score = 1
Key = key-260741, ValueA = , ValueB = value-7163848759958850683, Score = 1
Key = key-985907, ValueA = , ValueB = value-7812178966114217057, Score = 1
Key = key-447103, ValueA = , ValueB = value-8467330431082104162, Score = 1
Key = key-524463, ValueA = , ValueB = value-9012780618643123430, Score = 1
Key = key-447315, ValueA = , ValueB = value-6536278941915611837, Score = 1
Key = key-774278, ValueA = , ValueB = value-2610613539142718811, Score = 1
Key = key-222983, ValueA = , ValueB = value-5784705070596313061, Score = 1
Key = key-906438, ValueA = , ValueB = value-3569784120736265639, Score = 1
Key = key-604341, ValueA = , ValueB = value-3545891302977392602, Score = 1
Key = key-604338, ValueA = , ValueB = value-3349448784173940856, Score = 1
Key = key-643936, ValueA = , ValueB = value-6818889844907950971, Score = 1
Key = key-946481, ValueA = , ValueB = value-592183674410759971, Score = 1
Key = key-656171, ValueA = , ValueB = value-5045716021656050517, Score = 1
Key = key-329757, ValueA = , ValueB = value-6330125870011055571, Score = 1
Key = key-329750, ValueA = , ValueB = value-5573781577443963704, Score = 1
Key = key-235046, ValueA = , ValueB = value-3942613908942410472, Score = 1
Key = key-249669, ValueA = , ValueB = value-7859882377412705733, Score = 1
Key = key-749477, ValueA = , ValueB = value-4225220025156485523, Score = 1
Key = key-274956, ValueA = , ValueB = value-8560485387163243414, Score = 1
Key = key-931658, ValueA = , ValueB = value-8603210432046157309, Score = 1
Key = key-85182, ValueA = , ValueB = value-8258879979751374189, Score = 1
Key = key-524134, ValueA = , ValueB = value-7982229058092406287, Score = 1
Key = key-643881, ValueA = , ValueB = value-5555121607294224661, Score = 1
Key = key-249908, ValueA = , ValueB = value-309673220714960616, Score = 1
Key = key-315324, ValueA = , ValueB = value-4433910366847733135, Score = 1
Key = key-486668, ValueA = , ValueB = value-2415603686066861041, Score = 1
Key = key-486616, ValueA = , ValueB = value-4240432642772950433, Score = 1
Key = key-486616, ValueA = , ValueB = value-223878753582409904, Score = 1
Key = key-98186, ValueA = , ValueB = value-2858347887590160047, Score = 1
Key = key-260297, ValueA = , ValueB = value-7128244780149630242, Score = 1
Key = key-260297, ValueA = , ValueB = value-7246678436741220807, Score = 1
Key = key-789361, ValueA = , ValueB = value-6556766920881228612, Score = 1
Key = key-538636, ValueA = , ValueB = value-6834015092086166673, Score = 1
Key = key-260223, ValueA = , ValueB = value-1935411272856299741, Score = 1
Key = key-789320, ValueA = , ValueB = value-3488727297746050712, Score = 1
Key = key-511908, ValueA = , ValueB = value-3103728755525439907, Score = 1
Key = key-931898, ValueA = , ValueB = value-7784046331209033382, Score = 1
Key = key-329532, ValueA = , ValueB = value-1698878537475114352, Score = 1
Key = key-98321, ValueA = , ValueB = value-6744591826330686758, Score = 1
Key = key-486311, ValueA = , ValueB = value-2954589850544146453, Score = 1
Key = key-800239, ValueA = , ValueB = value-7231755981042555674, Score = 1
Key = key-196361, ValueA = , ValueB = value-2768025906022034857, Score = 1
Key = key-85377, ValueA = , ValueB = value-2544319642886056873, Score = 1
Key = key-617857, ValueA = , ValueB = value-1782392711287120189, Score = 1
Key = key-932189, ValueA = , ValueB = value-5132325511298248630, Score = 1
Key = key-984487, ValueA = , ValueB = value-5047278939187327676, Score = 1
Key = key-329628, ValueA = , ValueB = value-2947533948127597010, Score = 1
Key = key-604056, ValueA = , ValueB = value-9005521586544281733, Score = 1
Key = key-603165, ValueA = , ValueB = value-3053355622881731476, Score = 1
Key = key-314127, ValueA = , ValueB = value-5843901590623529413, Score = 1
Key = key-196270, ValueA = , ValueB = value-3972470024618006554, Score = 1
Key = key-221657, ValueA = , ValueB = value-2240738786253251480, Score = 1
Key = key-222906, ValueA = , ValueB = value-7921088496712640932, Score = 1
Key = key-393913, ValueA = , ValueB = value-4479466941277306130, Score = 1
Key = key-328492, ValueA = , ValueB = value-8677116735113803093, Score = 1
Key = key-642663, ValueA = , ValueB = value-6266632613497190967, Score = 1
Key = key-353414, ValueA = , ValueB = value-6419212028964661400, Score = 1
Key = key-328478, ValueA = , ValueB = value-6424677644544339895, Score = 1
Key = key-970060, ValueA = , ValueB = value-6821466947832961373, Score = 1
Key = key-970266, ValueA = , ValueB = value-6380585283853544405, Score = 1
Key = key-499943, ValueA = , ValueB = value-8515722011867917297, Score = 1
Key = key-642477, ValueA = , ValueB = value-6712324699497382963, Score = 1
Key = key-367817, ValueA = , ValueB = value-9043327194740583220, Score = 1
Key = key-59192, ValueA = , ValueB = value-2586744324043335723, Score = 1
Key = key-253060, ValueA = , ValueB = value-158143999921256941, Score = 1
Key = key-499641, ValueA = , ValueB = value-1591034776794907291, Score = 1
Key = key-221359, ValueA = , ValueB = value-5688847582044335129, Score = 1
Key = key-221327, ValueA = , ValueB = value-3486799874349009268, Score = 1
Key = key-221327, ValueA = , ValueB = value-8437863247956114893, Score = 1
Key = key-656936, ValueA = , ValueB = value-799040684641808906, Score = 1
Key = key-121241, ValueA = , ValueB = value-1475832188223253780, Score = 1
Key = key-228040, ValueA = , ValueB = value-4118061083562666623, Score = 1
Key = key-511715, ValueA = , ValueB = value-9128997329546713474, Score = 1
Key = key-85703, ValueA = , ValueB = value-5149295886009522464, Score = 1
Key = key-946840, ValueA = , ValueB = value-8716382278306477784, Score = 1
Key = key-85713, ValueA = , ValueB = value-6712220820369707069, Score = 1
Key = key-222875, ValueA = , ValueB = value-5597990705471256574, Score = 1
Key = key-970430, ValueA = , ValueB = value-2535644750237834844, Score = 1
Key = key-367934, ValueA = , ValueB = value-1827703798498585201, Score = 1
Key = key-789603, ValueA = , ValueB = value-3298643746674103234, Score = 1
Key = key-228021, ValueA = , ValueB = value-5707740729857005104, Score = 1
Key = key-221269, ValueA = , ValueB = value-2206903736122119680, Score = 1
Key = key-556509, ValueA = , ValueB = value-1692936150007720874, Score = 1
Key = key-870554, ValueA = , ValueB = value-8114021274189851085, Score = 1
Key = key-870554, ValueA = , ValueB = value-455567534138943183, Score = 1
Key = key-511764, ValueA = , ValueB = value-4133343079758152984, Score = 1
Key = key-85599, ValueA = , ValueB = value-2656735176567876902, Score = 1
Key = key-789669, ValueA = , ValueB = value-1405139854596724658, Score = 1
Key = key-656811, ValueA = , ValueB = value-7223331376658134637, Score = 1
Key = key-85549, ValueA = , ValueB = value-7740486893331962251, Score = 1
Key = key-85563, ValueA = , ValueB = value-364194715861342003, Score = 1
Key = key-329421, ValueA = , ValueB = value-3063910522345659695, Score = 1
Key = key-643428, ValueA = , ValueB = value-4757900094658378659, Score = 1
Key = key-15067, ValueA = , ValueB = value-6799779744046068581, Score = 1
Key = key-945589, ValueA = , ValueB = value-8462378487378904553, Score = 1
Key = key-259406, ValueA = , ValueB = value-3048269177383808593, Score = 1
Key = key-969869, ValueA = , ValueB = value-4173506340744573495, Score = 1
Key = key-221521, ValueA = , ValueB = value-7228131055049686884, Score = 1
Key = key-284787, ValueA = , ValueB = value-1140470056719148764, Score = 1
Key = key-284787, ValueA = , ValueB = value-2485489451288914122, Score = 1
Key = key-980174, ValueA = , ValueB = value-4676226919703067434, Score = 1
Key = key-510445, ValueA = , ValueB = value-858133439332569321, Score = 1
Key = key-813890, ValueA = , ValueB = value-7243077412305417549, Score = 1
Key = key-813899, ValueA = , ValueB = value-6532528326637638475, Score = 1
Key = key-656709, ValueA = , ValueB = value-3885671935010637100, Score = 1
Key = key-946912, ValueA = , ValueB = value-4205226263121676690, Score = 1
Key = key-222717, ValueA = , ValueB = value-961282537154017902, Score = 1
Key = key-245145, ValueA = , ValueB = value-891678103894335316, Score = 1
Key = key-548540, ValueA = , ValueB = value-7457678878909678588, Score = 1
Key = key-354497, ValueA = , ValueB = value-7401321554585707844, Score = 1
Key = key-573503, ValueA = , ValueB = value-6590688439933097729, Score = 1
Key = key-416696, ValueA = , ValueB = value-7505497660850575332, Score = 1
